cod_transacao,num_conta,data_transacao,nome_transacao,valor_transacao,ano
21039,886,1970-01-01 00:00:00,Compra Débito,-61.18,2015
24318,886,1970-01-01 00:00:00,Compra Débito,-23.24,2015
26910,886,1970-01-01 00:00:00,Compra Débito,-22.99,2015
27294,886,1970-01-01 00:00:00,Compra Débito,-138.37,2015
34751,886,1970-01-01 00:00:00,Compra Débito,-38.45,2016
38859,886,1970-01-01 00:00:00,Compra Débito,-59.1,2017
41754,886,1970-01-01 00:00:00,Compra Débito,-44.11,2017
43069,886,1970-01-01 00:00:00,Compra Débito,-57.95,2017
51371,886,1970-01-01 00:00:00,Compra Débito,-98.95,2017
53507,886,1970-01-01 00:00:00,Compra Débito,-80.6,2017
60155,886,1970-01-01 00:00:00,Compra Débito,-114.39,2017
60667,886,1970-01-01 00:00:00,Compra Débito,-53.01,2018
64865,886,1970-01-01 00:00:00,Compra Débito,-14.29,2018
67636,886,1970-01-01 00:00:00,Compra Débito,-14.35,2018
68028,886,1970-01-01 00:00:00,Compra Débito,-37.2,2019
68192,886,1970-01-01 00:00:00,Compra Débito,-122.07,2019
70665,886,1970-01-01 00:00:00,Compra Débito,-53.72,2019
71569,886,1970-01-01 00:00:00,Compra Débito,-14.1,2019
3138,119,1970-01-01 00:00:00,Compra Débito,-6.22,2020
6161,119,1970-01-01 00:00:00,Compra Débito,-31.49,2020
10021,119,1970-01-01 00:00:00,Compra Débito,-27.1,2020
14453,119,1970-01-01 00:00:00,Compra Débito,-10.83,2020
20772,119,1970-01-01 00:00:00,Compra Débito,-15.35,2020
33695,119,1970-01-01 00:00:00,Compra Débito,-33.54,2021
35239,119,1970-01-01 00:00:00,Compra Débito,-67.81,2021
40339,119,1970-01-01 00:00:00,Compra Débito,-47.52,2021
43825,119,1970-01-01 00:00:00,Compra Débito,-91.77,2021
45056,119,1970-01-01 00:00:00,Compra Débito,-58.59,2021
47918,119,1970-01-01 00:00:00,Compra Débito,-57.71,2021
51027,119,1970-01-01 00:00:00,Compra Débito,-42.23,2022
56973,119,1970-01-01 00:00:00,Compra Débito,-9.16,2022
63485,119,1970-01-01 00:00:00,Compra Débito,-13.27,2022
70034,119,1970-01-01 00:00:00,Compra Débito,-11.89,2022
70913,119,1970-01-01 00:00:00,Compra Débito,-89.62,2022
3858,375,1970-01-01 00:00:00,Compra Débito,-7.86,2020
13144,375,1970-01-01 00:00:00,Compra Débito,-39.99,2020
14071,375,1970-01-01 00:00:00,Compra Débito,-29.43,2020
14104,375,1970-01-01 00:00:00,Compra Débito,-31.82,2020
26471,375,1970-01-01 00:00:00,Compra Débito,-29.39,2021
38073,375,1970-01-01 00:00:00,Compra Débito,-24.53,2022
40662,375,1970-01-01 00:00:00,Compra Débito,-69.84,2022
45506,375,1970-01-01 00:00:00,Compra Débito,-48.33,2022
46971,375,1970-01-01 00:00:00,Compra Débito,-6.27,2022
51891,375,1970-01-01 00:00:00,Compra Débito,-45.33,2022
52636,375,1970-01-01 00:00:00,Compra Débito,-57.53,2022
1173,631,1970-01-01 00:00:00,Compra Débito,-28.31,2010
1813,631,1970-01-01 00:00:00,Compra Débito,-25.39,2010
10541,631,1970-01-01 00:00:00,Compra Débito,-110.91,2011
13396,631,1970-01-01 00:00:00,Compra Débito,-50.69,2011
15330,631,1970-01-01 00:00:00,Compra Débito,-24.7,2011
15572,631,1970-01-01 00:00:00,Compra Débito,-25.41,2011
16136,631,1970-01-01 00:00:00,Compra Débito,-31.29,2011
23115,631,1970-01-01 00:00:00,Compra Débito,-13.18,2011
23966,631,1970-01-01 00:00:00,Compra Débito,-98.27,2011
24129,631,1970-01-01 00:00:00,Compra Débito,-16.46,2011
28668,631,1970-01-01 00:00:00,Compra Débito,-68.72,2011
39316,631,1970-01-01 00:00:00,Compra Débito,-13.95,2012
40465,631,1970-01-01 00:00:00,Compra Débito,-14.28,2012
46862,631,1970-01-01 00:00:00,Compra Débito,-28.35,2012
48573,631,1970-01-01 00:00:00,Compra Débito,-18.65,2012
50368,631,1970-01-01 00:00:00,Compra Débito,-14.87,2012
53051,631,1970-01-01 00:00:00,Compra Débito,-48.04,2012
55152,631,1970-01-01 00:00:00,Compra Débito,-17.8,2012
63954,631,1970-01-01 00:00:00,Compra Débito,-53.83,2014
64835,631,1970-01-01 00:00:00,Compra Débito,-50.01,2014
70893,631,1970-01-01 00:00:00,Compra Débito,-20.9,2014
4483,887,1970-01-01 00:00:00,Compra Débito,-24.76,2021
7845,887,1970-01-01 00:00:00,Compra Débito,-12.53,2021
8363,887,1970-01-01 00:00:00,Compra Débito,-12.18,2021
8566,887,1970-01-01 00:00:00,Compra Débito,-19.16,2021
10802,887,1970-01-01 00:00:00,Compra Débito,-22.48,2021
11554,887,1970-01-01 00:00:00,Compra Débito,-48.0,2021
18268,887,1970-01-01 00:00:00,Compra Débito,-7.48,2021
28922,887,1970-01-01 00:00:00,Compra Débito,-16.85,2021
31002,887,1970-01-01 00:00:00,Compra Débito,-23.24,2022
38487,887,1970-01-01 00:00:00,Compra Débito,-219.31,2022
43541,887,1970-01-01 00:00:00,Compra Débito,-27.99,2022
57098,887,1970-01-01 00:00:00,Compra Débito,-105.45,2022
60560,887,1970-01-01 00:00:00,Compra Débito,-26.46,2022
62287,887,1970-01-01 00:00:00,Compra Débito,-65.68,2022
65394,887,1970-01-01 00:00:00,Compra Débito,-24.33,2022
65546,887,1970-01-01 00:00:00,Compra Débito,-72.2,2022
66157,887,1970-01-01 00:00:00,Compra Débito,-76.36,2022
69241,887,1970-01-01 00:00:00,Compra Débito,-25.61,2022
71969,887,1970-01-01 00:00:00,Compra Débito,-57.43,2022
12770,120,1970-01-01 00:00:00,Compra Débito,-29.49,2022
13454,120,1970-01-01 00:00:00,Compra Débito,-14.33,2022
16554,120,1970-01-01 00:00:00,Compra Débito,-59.86,2022
17849,120,1970-01-01 00:00:00,Compra Débito,-32.06,2022
25748,120,1970-01-01 00:00:00,Compra Débito,-31.63,2022
28727,120,1970-01-01 00:00:00,Compra Débito,-21.08,2022
42544,120,1970-01-01 00:00:00,Compra Débito,-21.64,2022
47174,120,1970-01-01 00:00:00,Compra Débito,-40.23,2022
58670,120,1970-01-01 00:00:00,Compra Débito,-35.69,2022
61589,120,1970-01-01 00:00:00,Compra Débito,-102.94,2022
70454,120,1970-01-01 00:00:00,Compra Débito,-17.87,2022
70821,120,1970-01-01 00:00:00,Compra Débito,-14.86,2022
5261,376,1970-01-01 00:00:00,Compra Débito,-18.78,2012
5365,376,1970-01-01 00:00:00,Compra Débito,-5.92,2012
5978,376,1970-01-01 00:00:00,Compra Débito,-84.57,2012
12379,376,1970-01-01 00:00:00,Compra Débito,-16.38,2013
13311,376,1970-01-01 00:00:00,Compra Débito,-18.56,2013
13442,376,1970-01-01 00:00:00,Compra Débito,-24.89,2013
14847,376,1970-01-01 00:00:00,Compra Débito,-8.35,2013
23683,376,1970-01-01 00:00:00,Compra Débito,-63.65,2016
29231,376,1970-01-01 00:00:00,Compra Débito,-84.37,2017
29570,376,1970-01-01 00:00:00,Compra Débito,-19.5,2017
29776,376,1970-01-01 00:00:00,Compra Débito,-16.35,2017
30687,376,1970-01-01 00:00:00,Compra Débito,-23.69,2017
31408,376,1970-01-01 00:00:00,Compra Débito,-65.48,2017
35975,376,1970-01-01 00:00:00,Compra Débito,-7.93,2017
36595,376,1970-01-01 00:00:00,Compra Débito,-14.64,2017
38540,376,1970-01-01 00:00:00,Compra Débito,-13.7,2017
39802,376,1970-01-01 00:00:00,Compra Débito,-13.59,2017
44988,376,1970-01-01 00:00:00,Compra Débito,-86.51,2017
46112,376,1970-01-01 00:00:00,Compra Débito,-23.57,2017
48718,376,1970-01-01 00:00:00,Compra Débito,-52.73,2017
50059,376,1970-01-01 00:00:00,Compra Débito,-20.18,2018
51412,376,1970-01-01 00:00:00,Compra Débito,-143.75,2019
54698,376,1970-01-01 00:00:00,Compra Débito,-22.54,2019
56330,376,1970-01-01 00:00:00,Compra Débito,-8.77,2019
7234,632,1970-01-01 00:00:00,Compra Débito,-4.84,2018
10132,632,1970-01-01 00:00:00,Compra Débito,-17.22,2018
13636,632,1970-01-01 00:00:00,Compra Débito,-39.27,2020
18776,632,1970-01-01 00:00:00,Compra Débito,-19.64,2021
22227,632,1970-01-01 00:00:00,Compra Débito,-44.34,2021
25414,632,1970-01-01 00:00:00,Compra Débito,-58.98,2021
30352,632,1970-01-01 00:00:00,Compra Débito,-59.67,2021
33947,632,1970-01-01 00:00:00,Compra Débito,-116.26,2021
43663,632,1970-01-01 00:00:00,Compra Débito,-24.24,2022
44820,632,1970-01-01 00:00:00,Compra Débito,-134.86,2022
46703,632,1970-01-01 00:00:00,Compra Débito,-40.26,2022
52082,632,1970-01-01 00:00:00,Compra Débito,-58.56,2022
57657,632,1970-01-01 00:00:00,Compra Débito,-4.58,2022
59243,632,1970-01-01 00:00:00,Compra Débito,-11.59,2022
66787,632,1970-01-01 00:00:00,Compra Débito,-29.5,2022
2304,888,1970-01-01 00:00:00,Compra Débito,-28.98,2016
3961,888,1970-01-01 00:00:00,Compra Débito,-25.04,2016
10409,888,1970-01-01 00:00:00,Compra Débito,-44.43,2016
14202,888,1970-01-01 00:00:00,Compra Débito,-313.56,2016
18641,888,1970-01-01 00:00:00,Compra Débito,-36.66,2016
18935,888,1970-01-01 00:00:00,Compra Débito,-36.48,2016
23763,888,1970-01-01 00:00:00,Compra Débito,-84.42,2016
23890,888,1970-01-01 00:00:00,Compra Débito,-55.83,2016
25217,888,1970-01-01 00:00:00,Compra Débito,-104.52,2016
25359,888,1970-01-01 00:00:00,Compra Débito,-47.09,2016
26388,888,1970-01-01 00:00:00,Compra Débito,-5.05,2016
29573,888,1970-01-01 00:00:00,Compra Débito,-27.02,2017
29919,888,1970-01-01 00:00:00,Compra Débito,-17.09,2017
32308,888,1970-01-01 00:00:00,Compra Débito,-137.49,2017
35028,888,1970-01-01 00:00:00,Compra Débito,-44.75,2018
41464,888,1970-01-01 00:00:00,Compra Débito,-8.62,2018
41604,888,1970-01-01 00:00:00,Compra Débito,-50.54,2018
42984,888,1970-01-01 00:00:00,Compra Débito,-70.74,2018
43328,888,1970-01-01 00:00:00,Compra Débito,-157.25,2018
44094,888,1970-01-01 00:00:00,Compra Débito,-49.36,2019
44322,888,1970-01-01 00:00:00,Compra Débito,-161.46,2019
47197,888,1970-01-01 00:00:00,Compra Débito,-208.16,2019
49028,888,1970-01-01 00:00:00,Compra Débito,-49.14,2019
51712,888,1970-01-01 00:00:00,Compra Débito,-74.97,2019
52314,888,1970-01-01 00:00:00,Compra Débito,-16.83,2019
54454,888,1970-01-01 00:00:00,Compra Débito,-93.2,2021
55771,888,1970-01-01 00:00:00,Compra Débito,-4.46,2021
57824,888,1970-01-01 00:00:00,Compra Débito,-33.83,2021
61616,888,1970-01-01 00:00:00,Compra Débito,-21.55,2021
70536,888,1970-01-01 00:00:00,Compra Débito,-53.22,2021
15683,121,1970-01-01 00:00:00,Compra Débito,-11.64,2022
15812,121,1970-01-01 00:00:00,Compra Débito,-36.72,2022
24353,121,1970-01-01 00:00:00,Compra Débito,-37.22,2022
26370,121,1970-01-01 00:00:00,Compra Débito,-15.7,2022
27693,121,1970-01-01 00:00:00,Compra Débito,-96.03,2022
28313,121,1970-01-01 00:00:00,Compra Débito,-95.11,2022
30229,121,1970-01-01 00:00:00,Compra Débito,-32.99,2022
34939,121,1970-01-01 00:00:00,Compra Débito,-28.96,2022
39522,121,1970-01-01 00:00:00,Compra Débito,-7.03,2022
43347,121,1970-01-01 00:00:00,Compra Débito,-32.4,2022
45609,121,1970-01-01 00:00:00,Compra Débito,-83.92,2022
52045,121,1970-01-01 00:00:00,Compra Débito,-69.92,2022
57426,121,1970-01-01 00:00:00,Compra Débito,-58.51,2022
58318,121,1970-01-01 00:00:00,Compra Débito,-29.87,2022
67470,121,1970-01-01 00:00:00,Compra Débito,-30.92,2022
1329,377,1970-01-01 00:00:00,Compra Débito,-59.04,2017
11468,377,1970-01-01 00:00:00,Compra Débito,-100.31,2018
14558,377,1970-01-01 00:00:00,Compra Débito,-77.17,2018
15870,377,1970-01-01 00:00:00,Compra Débito,-43.45,2019
22275,377,1970-01-01 00:00:00,Compra Débito,-14.11,2022
29410,377,1970-01-01 00:00:00,Compra Débito,-40.04,2022
34164,377,1970-01-01 00:00:00,Compra Débito,-112.33,2022
35354,377,1970-01-01 00:00:00,Compra Débito,-14.51,2022
37393,377,1970-01-01 00:00:00,Compra Débito,-162.41,2022
40529,377,1970-01-01 00:00:00,Compra Débito,-17.11,2022
58832,377,1970-01-01 00:00:00,Compra Débito,-145.13,2022
61546,377,1970-01-01 00:00:00,Compra Débito,-125.67,2022
63294,377,1970-01-01 00:00:00,Compra Débito,-27.51,2022
67512,377,1970-01-01 00:00:00,Compra Débito,-30.72,2022
1363,633,1970-01-01 00:00:00,Compra Débito,-252.02,2011
12839,633,1970-01-01 00:00:00,Compra Débito,-35.77,2011
14144,633,1970-01-01 00:00:00,Compra Débito,-82.51,2013
14226,633,1970-01-01 00:00:00,Compra Débito,-143.96,2013
15929,633,1970-01-01 00:00:00,Compra Débito,-22.14,2013
19929,633,1970-01-01 00:00:00,Compra Débito,-63.29,2013
23079,633,1970-01-01 00:00:00,Compra Débito,-16.89,2013
23891,633,1970-01-01 00:00:00,Compra Débito,-32.44,2013
24724,633,1970-01-01 00:00:00,Compra Débito,-53.89,2013
28510,633,1970-01-01 00:00:00,Compra Débito,-35.16,2013
28767,633,1970-01-01 00:00:00,Compra Débito,-63.97,2013
31891,633,1970-01-01 00:00:00,Compra Débito,-28.94,2013
33449,633,1970-01-01 00:00:00,Compra Débito,-11.27,2016
42061,633,1970-01-01 00:00:00,Compra Débito,-13.36,2016
46961,633,1970-01-01 00:00:00,Compra Débito,-13.04,2016
53262,633,1970-01-01 00:00:00,Compra Débito,-68.08,2017
55871,633,1970-01-01 00:00:00,Compra Débito,-84.7,2018
60980,633,1970-01-01 00:00:00,Compra Débito,-85.66,2018
1693,889,1970-01-01 00:00:00,Compra Débito,-118.62,2022
1929,889,1970-01-01 00:00:00,Compra Débito,-14.34,2022
3092,889,1970-01-01 00:00:00,Compra Débito,-24.78,2022
4420,889,1970-01-01 00:00:00,Compra Débito,-80.22,2022
13547,889,1970-01-01 00:00:00,Compra Débito,-140.13,2022
16381,889,1970-01-01 00:00:00,Compra Débito,-315.45,2022
17970,889,1970-01-01 00:00:00,Compra Débito,-11.34,2022
19468,889,1970-01-01 00:00:00,Compra Débito,-17.89,2022
35552,889,1970-01-01 00:00:00,Compra Débito,-89.7,2022
42575,889,1970-01-01 00:00:00,Compra Débito,-66.15,2022
42826,889,1970-01-01 00:00:00,Compra Débito,-10.27,2022
60423,889,1970-01-01 00:00:00,Compra Débito,-4.59,2022
62009,889,1970-01-01 00:00:00,Compra Débito,-5.21,2022
64112,889,1970-01-01 00:00:00,Compra Débito,-38.02,2022
65423,889,1970-01-01 00:00:00,Compra Débito,-17.49,2022
69909,889,1970-01-01 00:00:00,Compra Débito,-7.58,2022
71922,889,1970-01-01 00:00:00,Compra Débito,-33.15,2022
2205,122,1970-01-01 00:00:00,Compra Débito,-77.68,2016
2388,122,1970-01-01 00:00:00,Compra Débito,-77.33,2016
3175,122,1970-01-01 00:00:00,Compra Débito,-31.26,2016
7472,122,1970-01-01 00:00:00,Compra Débito,-25.35,2017
22642,122,1970-01-01 00:00:00,Compra Débito,-37.76,2017
27511,122,1970-01-01 00:00:00,Compra Débito,-55.37,2017
27535,122,1970-01-01 00:00:00,Compra Débito,-16.26,2017
32645,122,1970-01-01 00:00:00,Compra Débito,-16.19,2017
35887,122,1970-01-01 00:00:00,Compra Débito,-66.24,2017
39142,122,1970-01-01 00:00:00,Compra Débito,-6.31,2017
41296,122,1970-01-01 00:00:00,Compra Débito,-12.72,2017
44274,122,1970-01-01 00:00:00,Compra Débito,-34.31,2018
48865,122,1970-01-01 00:00:00,Compra Débito,-16.09,2018
52836,122,1970-01-01 00:00:00,Compra Débito,-8.71,2018
65087,122,1970-01-01 00:00:00,Compra Débito,-27.61,2019
69188,122,1970-01-01 00:00:00,Compra Débito,-12.33,2019
71446,122,1970-01-01 00:00:00,Compra Débito,-10.41,2019
3031,378,1970-01-01 00:00:00,Compra Débito,-28.11,2018
4338,378,1970-01-01 00:00:00,Compra Débito,-21.06,2018
5060,378,1970-01-01 00:00:00,Compra Débito,-22.37,2018
12406,378,1970-01-01 00:00:00,Compra Débito,-23.17,2018
17807,378,1970-01-01 00:00:00,Compra Débito,-34.77,2018
20010,378,1970-01-01 00:00:00,Compra Débito,-17.68,2018
23198,378,1970-01-01 00:00:00,Compra Débito,-10.68,2018
30887,378,1970-01-01 00:00:00,Compra Débito,-19.13,2018
32759,378,1970-01-01 00:00:00,Compra Débito,-14.9,2019
34022,378,1970-01-01 00:00:00,Compra Débito,-13.05,2019
35174,378,1970-01-01 00:00:00,Compra Débito,-43.42,2019
39587,378,1970-01-01 00:00:00,Compra Débito,-48.94,2019
39939,378,1970-01-01 00:00:00,Compra Débito,-28.27,2019
41663,378,1970-01-01 00:00:00,Compra Débito,-112.39,2019
46911,378,1970-01-01 00:00:00,Compra Débito,-31.31,2019
53636,378,1970-01-01 00:00:00,Compra Débito,-26.54,2019
57842,378,1970-01-01 00:00:00,Compra Débito,-22.94,2020
66410,378,1970-01-01 00:00:00,Compra Débito,-176.24,2020
71211,378,1970-01-01 00:00:00,Compra Débito,-87.49,2020
3854,634,1970-01-01 00:00:00,Compra Débito,-69.51,2021
13837,634,1970-01-01 00:00:00,Compra Débito,-41.35,2022
25479,634,1970-01-01 00:00:00,Compra Débito,-72.98,2022
28588,634,1970-01-01 00:00:00,Compra Débito,-28.14,2022
40559,634,1970-01-01 00:00:00,Compra Débito,-20.85,2022
41005,634,1970-01-01 00:00:00,Compra Débito,-23.94,2022
45610,634,1970-01-01 00:00:00,Compra Débito,-24.61,2022
48021,634,1970-01-01 00:00:00,Compra Débito,-17.55,2022
51332,634,1970-01-01 00:00:00,Compra Débito,-9.39,2022
57283,634,1970-01-01 00:00:00,Compra Débito,-202.39,2022
66060,634,1970-01-01 00:00:00,Compra Débito,-21.01,2022
67758,634,1970-01-01 00:00:00,Compra Débito,-16.15,2022
68534,634,1970-01-01 00:00:00,Compra Débito,-22.68,2022
4505,890,1970-01-01 00:00:00,Compra Débito,-12.31,2014
7001,890,1970-01-01 00:00:00,Compra Débito,-44.24,2017
10804,890,1970-01-01 00:00:00,Compra Débito,-9.06,2018
25553,890,1970-01-01 00:00:00,Compra Débito,-47.71,2021
27715,890,1970-01-01 00:00:00,Compra Débito,-74.29,2021
29114,890,1970-01-01 00:00:00,Compra Débito,-45.64,2022
46025,890,1970-01-01 00:00:00,Compra Débito,-69.8,2022
47612,890,1970-01-01 00:00:00,Compra Débito,-17.71,2022
49416,890,1970-01-01 00:00:00,Compra Débito,-49.1,2022
49816,890,1970-01-01 00:00:00,Compra Débito,-96.15,2022
52876,890,1970-01-01 00:00:00,Compra Débito,-29.29,2022
64493,890,1970-01-01 00:00:00,Compra Débito,-38.92,2022
64810,890,1970-01-01 00:00:00,Compra Débito,-12.16,2022
1795,123,1970-01-01 00:00:00,Compra Débito,-41.38,2021
14462,123,1970-01-01 00:00:00,Compra Débito,-49.95,2022
15580,123,1970-01-01 00:00:00,Compra Débito,-50.08,2022
20739,123,1970-01-01 00:00:00,Compra Débito,-31.78,2022
24003,123,1970-01-01 00:00:00,Compra Débito,-44.49,2022
29341,123,1970-01-01 00:00:00,Compra Débito,-67.02,2022
30418,123,1970-01-01 00:00:00,Compra Débito,-23.67,2022
35408,123,1970-01-01 00:00:00,Compra Débito,-14.99,2022
49997,123,1970-01-01 00:00:00,Compra Débito,-14.34,2022
53991,123,1970-01-01 00:00:00,Compra Débito,-31.66,2022
63962,123,1970-01-01 00:00:00,Compra Débito,-16.62,2022
66885,123,1970-01-01 00:00:00,Compra Débito,-21.1,2022
1281,379,1970-01-01 00:00:00,Compra Débito,-17.61,2021
1840,379,1970-01-01 00:00:00,Compra Débito,-5.79,2021
5116,379,1970-01-01 00:00:00,Compra Débito,-10.22,2021
5280,379,1970-01-01 00:00:00,Compra Débito,-55.22,2021
13519,379,1970-01-01 00:00:00,Compra Débito,-41.94,2021
18165,379,1970-01-01 00:00:00,Compra Débito,-32.98,2021
18850,379,1970-01-01 00:00:00,Compra Débito,-15.19,2022
27974,379,1970-01-01 00:00:00,Compra Débito,-31.7,2022
28888,379,1970-01-01 00:00:00,Compra Débito,-9.19,2022
30482,379,1970-01-01 00:00:00,Compra Débito,-239.6,2022
32570,379,1970-01-01 00:00:00,Compra Débito,-55.23,2022
32634,379,1970-01-01 00:00:00,Compra Débito,-72.86,2022
34171,379,1970-01-01 00:00:00,Compra Débito,-79.66,2022
35602,379,1970-01-01 00:00:00,Compra Débito,-30.99,2022
37586,379,1970-01-01 00:00:00,Compra Débito,-12.3,2022
38944,379,1970-01-01 00:00:00,Compra Débito,-29.78,2022
42753,379,1970-01-01 00:00:00,Compra Débito,-140.99,2022
42882,379,1970-01-01 00:00:00,Compra Débito,-91.15,2022
43705,379,1970-01-01 00:00:00,Compra Débito,-6.93,2022
56690,379,1970-01-01 00:00:00,Compra Débito,-140.12,2022
66102,379,1970-01-01 00:00:00,Compra Débito,-45.96,2022
71299,379,1970-01-01 00:00:00,Compra Débito,-164.03,2022
2819,635,1970-01-01 00:00:00,Compra Débito,-106.77,2022
9766,635,1970-01-01 00:00:00,Compra Débito,-28.23,2022
10609,635,1970-01-01 00:00:00,Compra Débito,-9.27,2022
21493,635,1970-01-01 00:00:00,Compra Débito,-22.03,2022
30345,635,1970-01-01 00:00:00,Compra Débito,-16.42,2022
33430,635,1970-01-01 00:00:00,Compra Débito,-34.92,2022
46584,635,1970-01-01 00:00:00,Compra Débito,-45.11,2022
48309,635,1970-01-01 00:00:00,Compra Débito,-22.76,2022
70823,635,1970-01-01 00:00:00,Compra Débito,-196.88,2022
71365,635,1970-01-01 00:00:00,Compra Débito,-26.13,2022
7237,891,1970-01-01 00:00:00,Compra Débito,-73.88,2012
8459,891,1970-01-01 00:00:00,Compra Débito,-52.75,2013
13329,891,1970-01-01 00:00:00,Compra Débito,-88.29,2013
14279,891,1970-01-01 00:00:00,Compra Débito,-143.92,2013
14707,891,1970-01-01 00:00:00,Compra Débito,-45.46,2013
17401,891,1970-01-01 00:00:00,Compra Débito,-7.06,2013
20496,891,1970-01-01 00:00:00,Compra Débito,-18.7,2013
23266,891,1970-01-01 00:00:00,Compra Débito,-130.61,2013
25022,891,1970-01-01 00:00:00,Compra Débito,-103.07,2013
25420,891,1970-01-01 00:00:00,Compra Débito,-105.76,2013
25750,891,1970-01-01 00:00:00,Compra Débito,-43.88,2013
25979,891,1970-01-01 00:00:00,Compra Débito,-35.37,2013
26106,891,1970-01-01 00:00:00,Compra Débito,-72.8,2013
27068,891,1970-01-01 00:00:00,Compra Débito,-13.73,2014
37043,891,1970-01-01 00:00:00,Compra Débito,-102.83,2014
37793,891,1970-01-01 00:00:00,Compra Débito,-37.57,2016
37901,891,1970-01-01 00:00:00,Compra Débito,-82.21,2016
43445,891,1970-01-01 00:00:00,Compra Débito,-28.02,2017
44080,891,1970-01-01 00:00:00,Compra Débito,-58.64,2017
49324,891,1970-01-01 00:00:00,Compra Débito,-34.22,2017
50317,891,1970-01-01 00:00:00,Compra Débito,-37.73,2017
58320,891,1970-01-01 00:00:00,Compra Débito,-20.17,2018
60081,891,1970-01-01 00:00:00,Compra Débito,-21.33,2018
62315,891,1970-01-01 00:00:00,Compra Débito,-61.24,2018
68474,891,1970-01-01 00:00:00,Compra Débito,-4.65,2018
4012,124,1970-01-01 00:00:00,Compra Débito,-18.33,2021
7492,124,1970-01-01 00:00:00,Compra Débito,-53.71,2021
17926,124,1970-01-01 00:00:00,Compra Débito,-45.41,2021
21043,124,1970-01-01 00:00:00,Compra Débito,-139.98,2022
22002,124,1970-01-01 00:00:00,Compra Débito,-11.4,2022
29779,124,1970-01-01 00:00:00,Compra Débito,-38.36,2022
31557,124,1970-01-01 00:00:00,Compra Débito,-13.03,2022
31698,124,1970-01-01 00:00:00,Compra Débito,-9.93,2022
35447,124,1970-01-01 00:00:00,Compra Débito,-11.63,2022
38033,124,1970-01-01 00:00:00,Compra Débito,-33.35,2022
39371,124,1970-01-01 00:00:00,Compra Débito,-34.35,2022
43090,124,1970-01-01 00:00:00,Compra Débito,-82.62,2022
43323,124,1970-01-01 00:00:00,Compra Débito,-113.31,2022
51177,124,1970-01-01 00:00:00,Compra Débito,-39.05,2022
60253,124,1970-01-01 00:00:00,Compra Débito,-18.72,2022
68321,124,1970-01-01 00:00:00,Compra Débito,-20.56,2022
68552,124,1970-01-01 00:00:00,Compra Débito,-61.05,2022
1577,380,1970-01-01 00:00:00,Compra Débito,-39.73,2016
4975,380,1970-01-01 00:00:00,Compra Débito,-70.44,2016
13021,380,1970-01-01 00:00:00,Compra Débito,-198.16,2019
15547,380,1970-01-01 00:00:00,Compra Débito,-58.58,2019
16704,380,1970-01-01 00:00:00,Compra Débito,-25.92,2019
17262,380,1970-01-01 00:00:00,Compra Débito,-50.71,2019
17972,380,1970-01-01 00:00:00,Compra Débito,-202.04,2019
18957,380,1970-01-01 00:00:00,Compra Débito,-17.67,2019
23463,380,1970-01-01 00:00:00,Compra Débito,-23.03,2020
23883,380,1970-01-01 00:00:00,Compra Débito,-26.28,2020
24525,380,1970-01-01 00:00:00,Compra Débito,-17.29,2020
24907,380,1970-01-01 00:00:00,Compra Débito,-14.45,2020
33761,380,1970-01-01 00:00:00,Compra Débito,-18.4,2020
34606,380,1970-01-01 00:00:00,Compra Débito,-53.38,2020
39072,380,1970-01-01 00:00:00,Compra Débito,-199.17,2020
43424,380,1970-01-01 00:00:00,Compra Débito,-150.4,2020
44101,380,1970-01-01 00:00:00,Compra Débito,-11.15,2020
46505,380,1970-01-01 00:00:00,Compra Débito,-37.67,2020
51107,380,1970-01-01 00:00:00,Compra Débito,-46.18,2020
51564,380,1970-01-01 00:00:00,Compra Débito,-41.17,2021
51813,380,1970-01-01 00:00:00,Compra Débito,-57.64,2021
52055,380,1970-01-01 00:00:00,Compra Débito,-114.85,2021
56079,380,1970-01-01 00:00:00,Compra Débito,-93.85,2021
60495,380,1970-01-01 00:00:00,Compra Débito,-56.14,2022
62459,380,1970-01-01 00:00:00,Compra Débito,-37.83,2022
66733,380,1970-01-01 00:00:00,Compra Débito,-56.16,2022
3637,636,1970-01-01 00:00:00,Compra Débito,-6.01,2017
3776,636,1970-01-01 00:00:00,Compra Débito,-8.63,2017
6546,636,1970-01-01 00:00:00,Compra Débito,-29.35,2017
17958,636,1970-01-01 00:00:00,Compra Débito,-44.17,2017
23270,636,1970-01-01 00:00:00,Compra Débito,-19.95,2017
26595,636,1970-01-01 00:00:00,Compra Débito,-5.66,2017
27735,636,1970-01-01 00:00:00,Compra Débito,-14.49,2017
27959,636,1970-01-01 00:00:00,Compra Débito,-22.88,2017
30196,636,1970-01-01 00:00:00,Compra Débito,-21.7,2019
32861,636,1970-01-01 00:00:00,Compra Débito,-25.1,2019
35701,636,1970-01-01 00:00:00,Compra Débito,-55.61,2019
36248,636,1970-01-01 00:00:00,Compra Débito,-25.99,2019
39452,636,1970-01-01 00:00:00,Compra Débito,-55.04,2019
40497,636,1970-01-01 00:00:00,Compra Débito,-31.71,2019
41874,636,1970-01-01 00:00:00,Compra Débito,-38.25,2019
42795,636,1970-01-01 00:00:00,Compra Débito,-51.27,2019
45064,636,1970-01-01 00:00:00,Compra Débito,-18.64,2019
48141,636,1970-01-01 00:00:00,Compra Débito,-11.83,2020
49815,636,1970-01-01 00:00:00,Compra Débito,-31.62,2020
